"","Borough","XCoord","YCoord"
"61204","BX",1028693,252523
"61205","BX",1016194,235766
"61206","BX",1030865,244287
"61207","BX",1034337,241069
"61208","BX",1026743,259086
"61209","BX",1029975,263915
"61210","BX",1019772,266984
"61211","BX",1020744,254872
"61212","BX",1005894,240225
"61213","BX",1021320,267926
"61214","BX",1022533,246843
"61215","BX",1025402,240419
"61216","BX",1012006,271313
"61217","BX",1023950,244839
"61218","BX",1016953,233971
"61219","BX",1024250,249770
"61220","BX",1042924,247804
"61221","BX",1024637,246891
"61222","BX",1029306,263989
"61223","BX",1005246,245336
"61224","BX",1015033,249701
"61225","BX",1013239,242546
"61226","BX",1021214,260327
"61227","BX",1009984,261727
"61228","BX",1033895,244354
"61229","BX",1036589,236932
"61230","BX",1027029,264060
"61231","BX",1026414,253520
"61232","BX",1021676,260786
"61233","BX",1013259,239792
"61234","BX",1023390,236674
"61235","BX",1026866,256899
"61236","BX",1005343,234318
"61237","BX",1027777,265101
"61238","BX",1022340,249109
"61239","BX",1024251,255174
"61240","BX",1023521,249472
"61241","BX",1028468,263631
"61242","BX",1019490,242103
"61243","BX",1020462,243271
"61244","BX",1028852,259235
"61245","BX",1021566,257463
"61246","BX",1006801,233507
"61247","BX",1033642,241416
"61248","BX",1034169,242420
"61249","BX",1027056,260428
"61250","BX",1024602,235352
"61251","BX",1011651,249567
"61252","BX",1025332,256984
"61253","BX",1010181,249617
"61254","BX",1017988,256568
"61255","BX",1042973,247818
"61256","BX",1027987,267597
"61257","BX",1026480,264701
"61258","BX",1030413,250365
"61259","BX",1011207,248899
"61260","BX",1021672,255210
"61261","BX",1021932,255151
"61262","BX",1025855,242287
"61263","BX",1025921,245229
"61264","BX",1018464,260237
"61265","BX",1030214,263917
"61266","BX",1008914,246271
"61267","BX",1031275,241978
"61268","BX",1015923,249126
"61269","BX",1010776,257172
"61270","BX",1026096,263120
"61271","BX",1027412,255620
"61272","BX",1007129,249946
"61273","BX",1025134,255233
"61274","BX",1029904,263244
"61275","BX",1026282,266273
"61276","BX",1027536,255150
"61277","BX",1009236,253403
"61278","BX",1020324,256348
"61279","BX",1042136,248024
"61280","BX",1022513,237700
"61281","BX",1024335,242851
"61282","BX",1025361,264350
"61283","BX",1029318,264360
"61284","BX",1025166,241458
"61285","BX",1033428,241442
"61286","BX",1012996,261323
"61287","BX",1012893,239373
"61288","BX",1024821,267922
"61289","BX",1026679,248041
"61290","BX",1025492,254005
"61291","BX",1014794,237346
"61292","BX",1024427,263516
"61293","BX",1011389,261246
"61294","BX",1025685,248706
"61295","BX",1007226,251164
"61296","BX",1022769,250721
"61297","BX",1009329,265372
"61298","BX",1010512,252983
"61299","BX",1026715,264790
"61300","BX",1024468,263677
"61301","BX",1026657,252808
"61302","BX",1025898,242834
"61303","BX",1021397,238051
"61304","BX",1023029,257480
"61305","BX",1014742,243604
"61306","BX",1029543,255958
"61307","BX",1009129,262225
"61308","BX",1008607,243979
"61309","BX",1030235,259665
"61310","BX",1025494,242784
"61311","BX",1031591,245539
"61312","BX",1028614,256664
"61313","BX",1037690,236219
"61314","BX",1035501,241136
"61315","BX",1010648,257789
"61316","BX",1011277,247957
"61317","BX",1016052,249857
"61318","BX",1025453,265831
"61319","BX",1027096,253539
"61320","BX",1009725,244080
"61321","BX",1025268,244781
"61322","BX",1026081,261155
"61323","BX",1007623,241521
"61324","BX",1005071,245496
"61325","BX",1022064,235794
"61326","BX",1006259,248422
"61327","BX",1023299,247649
"61328","BX",1013394,241613
"61329","BX",1023886,264528
"61330","BX",1028388,254655
"61331","BX",1026595,260270
"61332","BX",1013259,239846
"61333","BX",1029916,256021
"61334","BX",1023891,258671
"61335","BX",1014956,243876
"61336","BX",1025201,265753
"61337","BX",1031375,262184
"61338","BX",1009432,240194
"61339","BX",1011253,269921
"61340","BX",1024101,261715
"61341","BX",1021509,244837
"61342","BX",1006366,243343
"61343","BX",1012001,241676
"61344","BX",1006347,237324
"61345","BX",1023307,258946
"61346","BX",1043498,248158
"61347","BX",1025003,266566
"61348","BX",1029128,261345
"61349","BX",1018888,240827
"61350","BX",1024373,256958
"61351","BX",1023485,260587
"61352","BX",1029549,246021
"61353","BX",1025096,269352
"61354","BX",1009118,250283
"61355","BX",1010675,264977
"61356","BX",1007662,239128
"61357","BX",1025818,247718
"61358","BX",1036857,236494
"61359","BX",1023536,255266
"61360","BX",1011798,249782
"61361","BX",1015280,250248
"61362","BX",1011191,245415
"61363","BX",1024652,249096
"61364","BX",1014535,255534
"61365","BX",1018013,261650
"61366","BX",1026196,242764
"61367","BX",1016974,245018
"61368","BX",1027163,267601
"61369","BX",1028036,267457
"61370","BX",1024218,250847
"61371","BX",1034267,242693
"61372","BX",1039593,236563
"61373","BX",1027614,257849
"61374","BX",1025127,247303
"61375","BX",1030261,263427
"61376","BX",1005490,245957
"61377","BX",1023029,247513
"61378","BX",1025768,245755
"61379","BX",1011437,254034
"61380","BX",1011940,255109
"61381","BX",1026793,242289
"61382","BX",1032709,241036
"61383","BX",1013265,243323
"61384","BX",1011763,241544
"61385","BX",1029484,244137
"61386","BX",1026059,259441
"61387","BX",1030911,246900
"61388","BX",1028686,265251
"61389","BX",1027442,246428
"61390","BX",1023766,236059
"61391","BX",1025936,259546
"61392","BX",1028171,252517
"61393","BX",1026187,264781
"61394","BX",1023396,235726
"61395","BX",1026446,259982
"61396","BX",1017284,241504
"61397","BX",1009551,238929
"61398","BX",1020775,244956
"61399","BX",1033945,237568
"61400","BX",1009436,234334
"61401","BX",1025522,265249
"61402","BX",1003145,236676
"61403","BX",1034681,239616
"61404","BX",1014642,235492
"61405","BX",1026069,268872
"61406","BX",1029606,245772
"61407","BX",1034285,245622
"61408","BX",1023566,259004
"61409","BX",1015327,258610
"61410","BX",1006892,245605
"61411","BX",1026814,257026
"61412","BX",1025565,263524
"61413","BX",1033931,247549
"61414","BX",1006246,236216
"61415","BX",1009753,238862
"61416","BX",1013188,252438
"61417","BX",1024641,241365
"61418","BX",1011981,243255
"61419","BX",1021843,248415
"61420","BX",1007456,241820
"61421","BX",1009996,268563
"61422","BX",1033826,236956
"61423","BX",1014847,254578
"61424","BX",1029152,254218
"61425","BX",1023338,249581
"61426","BX",1026449,239423
"61427","BX",1011838,265290
"61428","BX",1009415,241576
"61429","BX",1027255,246789
"61430","BX",1009805,249442
"61431","BX",1022995,237397
"61432","BX",1021910,236031
"61433","BX",1014247,261594
"61434","BX",1026340,244255
"61435","BX",1006969,247542
"61436","BX",1026714,267899
"61437","BX",1033208,235942
"61438","BX",1025544,257275
"61439","BX",1015267,241894
"61440","BX",1032054,246542
"61441","BX",1015338,252287
"61442","BX",1032760,245709
"61443","BX",1025099,261010
"61444","BX",1024489,263793
"61445","BX",1034056,240289
"61446","BX",1024055,255228
"61447","BX",1028468,254281
"61448","BX",1008681,248256
"61449","BX",1011953,247356
"61450","BX",1027042,256380
"61451","BX",1014520,242135
"61452","BX",1023416,240768
"61453","BX",1029041,264378
"61454","BX",1014275,251870
"61455","BX",1022380,259220
"61456","BX",1031655,246174
"61457","BX",1022807,249611
"61458","BX",1014792,240851
"61459","BX",1025547,253891
"61460","BX",1012633,252429
"61461","BX",1005973,234383
"61462","BX",1014531,241515
"61463","BX",1019011,242194
"61464","BX",1021601,244924
"61465","BX",1014679,249510
"61466","BX",1026357,258132
"61467","BX",1005977,234548
"61468","BX",1027072,263573
"61469","BX",1019752,242122
"61470","BX",1028501,256973
"61471","BX",1026948,254066
"61472","BX",1010494,264753
"61473","BX",1015363,250711
"61474","BX",1024181,260772
"61475","BX",1023692,240654
"61476","BX",1023665,260990
"61477","BX",1033015,247506
"61478","BX",1022516,257147
"61479","BX",1035223,236536
"61480","BX",1012984,248324
"61481","BX",1037332,236551
"61482","BX",1037246,236727
"61483","BX",1021515,237381
"61484","BX",1024628,245096
"61485","BX",1015541,244360
"61486","BX",1024461,258630
"61487","BX",1026129,252435
"61488","BX",1022156,253592
"61489","BX",1032718,240524
"61490","BX",1034460,237411
"61491","BX",1022885,235417
"61492","BX",1027125,257640
"61493","BX",1024261,265064
"61494","BX",1021928,248463
"61495","BX",1034955,246481
"61496","BX",1011370,243857
"61497","BX",1017249,246488
"61498","BX",1026099,255349
"61499","BX",1011138,255990
"61500","BX",1015742,250163
"61501","BX",1010037,259617
"61502","BX",1013799,251551
"61503","BX",1010704,254248
"61504","BX",1020525,242922
"61505","BX",1018426,242510
"61506","BX",1012044,258876
"61507","BX",1013170,252988
"61508","BX",1026489,259695
"61509","BX",1011587,269428
"61510","BX",1005881,248383
"61511","BX",1028239,259370
"61512","BX",1010111,251958
"61513","BX",1025607,263325
"61514","BX",1024160,244251
"61515","BX",1023731,253282
"61516","BX",1021934,244360
"61517","BX",1028362,253783
"61518","BX",1014742,237460
"61519","BX",1037011,236542
"61520","BX",1011464,235311
"61521","BX",1020806,251916
"61522","BX",1026316,248721
"61523","BX",1034030,246679
"61524","BX",1026942,241942
"61525","BX",1025559,252648
"61526","BX",1018331,240982
"61527","BX",1024938,234444
"61528","BX",1025161,265895
"61529","BX",1023228,257714
"61530","BX",1005242,235072
"61531","BX",1021438,245097
"61532","BX",1026275,260863
"61533","BX",1043354,245250
"61534","BX",1023081,236920
"61535","BX",1026436,254498
"61536","BX",1021191,245615
"61537","BX",1012787,240913
"61538","BX",1017364,242538
"61539","BX",1013024,248413
"61540","BX",1037883,238725
"61541","BX",1025779,240189
"61542","BX",1019819,240848
"61543","BX",1005990,247280
"61544","BX",1014213,244041
"61545","BX",1030569,264372
"61546","BX",1022611,250695
"61547","BX",1006018,248381
"61548","BX",1022332,260942
"61549","BX",1030130,262131
"61550","BX",1027192,266292
"61551","BX",1009382,241954
"61552","BX",1026507,267298
"61553","BX",1023034,258291
"61554","BX",1010488,246909
"61555","BX",1015584,233437
"61556","BX",1034585,241591
"61557","BX",1006342,242693
"61558","BX",1034605,263213
"61559","BX",1016133,248950
"61560","BX",1013556,253234
"61561","BX",1028912,256300
"61562","BX",1025017,250910
"61563","BX",1030201,248185
"61564","BX",1021769,238345
"61565","BX",1033988,240881
"61566","BX",1021974,259965
"61567","BX",1012917,240352
"61568","BX",1031865,263623
"61569","BX",1033982,236188
"61570","BX",1033820,243132
"61571","BX",1014808,249510
"61572","BX",1010749,252968
"61573","BX",1032705,240250
"61574","BX",1007286,240494
"61575","BX",1020926,266026
"61576","BX",1021916,263281
"61577","BX",1026936,260681
"61578","BX",1018940,265801
"61579","BX",1022223,262327
"61580","BX",1019336,258704
"61581","BX",1034563,246328
"61582","BX",1042650,246913
"61583","BX",1025294,246608
"61584","BX",1027724,260046
"61585","BX",1021657,254120
"61586","BX",1014600,241934
"61587","BX",1031502,261420
"61588","BX",1023932,262839
"61589","BX",1025100,237135
"61590","BX",1026892,266292
"61591","BX",1027248,257125
"61592","BX",1022145,244211
"61593","BX",1017578,241334
"61594","BX",1025549,265506
"61595","BX",1010039,241964
"61596","BX",1022878,242034
"61597","BX",1025492,244580
"61598","BX",1026221,269535
"61599","BX",1042596,251227
"61600","BX",1012795,251984
"61601","BX",1026469,266532
"61602","BX",1032461,240920
"61603","BX",1032289,240904
"61604","BX",1030655,245823
"61605","BX",1022893,241081
"61606","BX",1031325,248144
"61607","BX",1024233,266633
"61608","BX",1034702,247839
"61609","BX",1023291,266418
"61610","BX",1027177,252821
"61611","BX",1033614,240198
"61612","BX",1022196,238000
"61613","BX",1033881,237470
"61614","BX",1011241,240884
"61615","BX",1022305,262465
"61616","BX",1023030,255962
"61617","BX",1010682,241574
"61618","BX",1025464,252472
"61619","BX",1022312,241208
"61620","BX",1011185,234538
"61621","BX",1025952,261026
"61622","BX",1025280,241102
"61623","BX",1004418,235965
"61624","BX",1008979,244577
"61625","BX",1012650,269778
"61626","BX",1012428,268681
"61627","BX",1026679,257352
"61628","BX",1028353,253363
"61629","BX",1034754,236657
"61630","BX",1039571,236014
"61631","BX",1032231,260814
"61632","BX",1015871,247811
"61633","BX",1014920,252005
"61634","BX",1014182,236339
"61635","BX",1025142,241454
"61636","BX",1010018,237738
"61637","BX",1023334,257735
"61638","BX",1029599,259532
"61639","BX",1035272,241200
"61640","BX",1033842,241831
"61641","BX",1015169,242559
"61642","BX",1021580,237930
"61643","BX",1028065,265886
"61644","BX",1028713,258468
"61645","BX",1032894,246465
"61646","BX",1026269,243149
"61647","BX",1021370,238198
"61648","BX",1022085,261474
"61649","BX",1025561,255561
"61650","BX",1009927,249601
"61651","BX",1025853,265369
"61652","BX",1007884,237536
"61653","BX",1013451,246301
"61654","BX",1015568,237012
"61655","BX",1022467,261664
"61656","BX",1034150,243249
"61657","BX",1030128,245506
"61658","BX",1024925,268258
"61659","BX",1012358,242939
"61660","BX",1024048,253816
"61661","BX",1031398,250168
"61662","BX",1028997,255617
"61663","BX",1024593,258415
"61664","BX",1031259,241811
"61665","BX",1016968,259709
"61666","BX",1027221,259406
"61667","BX",1015603,250083
"61668","BX",1006569,241079
"61669","BX",1032958,245144
"61670","BX",1017506,256727
"61671","BX",1012391,247366
"61672","BX",1023500,249506
"61673","BX",1022377,240964
"61674","BX",1024030,258810
"61675","BX",1015722,235377
"61676","BX",1033104,247251
"61677","BX",1013539,239060
"61678","BX",1009065,265885
"61679","BX",1025142,255634
"61680","BX",1028597,255993
"61681","BX",1024358,258673
"61682","BX",1009125,261276
"61683","BX",1012756,269657
"61684","BX",1024161,250815
"61685","BX",1010040,248206
"61686","BX",1035128,236771
"61687","BX",1026274,266302
"61688","BX",1025323,242748
"61689","BX",1021795,253549
"61690","BX",1031237,241856
"61691","BX",1031269,262578
"61692","BX",1006536,249979
"61693","BX",1026449,255000
"61694","BX",1025855,261707
"61695","BX",1013513,241587
"61696","BX",1025630,243922
"61697","BX",1023187,254338
"61698","BX",1011850,259186
"61699","BX",1022362,251177
"61700","BX",1028810,256571
"61701","BX",1006935,234017
"61702","BX",1026696,258407
"61703","BX",1023458,256323
"61704","BX",1013246,238184
"61705","BX",1025311,262226
"61706","BX",1027790,265608
"61707","BX",1012936,248581
"61708","BX",1033763,239646
"61709","BX",1012431,268603
"61710","BX",1026801,235781
"61711","BX",1032204,245652
"61712","BX",1006486,234873
"61713","BX",1025582,234249
"61714","BX",1030536,244519
"61715","BX",1015605,238099
"61716","BX",1014368,240920
"61717","BX",1006626,236131
"61718","BX",1005567,233838
"61719","BX",1028781,236944
"61720","BX",1025788,236274
"61721","BX",1043806,248355
"61722","BX",1010297,238186
"61723","BX",1031983,236126
"61724","BX",1007153,235991
"61725","BX",1022895,259634
"61726","BX",1012504,241867
"61727","BX",1031067,241635
"61728","BX",1023344,242108
"61729","BX",1024227,266960
"61730","BX",1033047,242334
"61731","BX",1031851,244633
"61732","BX",1022833,241693
"61733","BX",1033707,239497
"61734","BX",1034058,236442
"61735","BX",1011126,238668
"61736","BX",1014881,255740
"61737","BX",1024754,248415
"61738","BX",1022296,263839
"61739","BX",1005035,234904
"61740","BX",1030255,246547
"61741","BX",1022812,247453
"61742","BX",1034708,243127
"61743","BX",1011788,270535
"61744","BX",1010459,253310
"61745","BX",1010038,249524
"61746","BX",1028083,264602
"61747","BX",1027943,253840
"61748","BX",1007404,238063
"61749","BX",1043119,246029
"61750","BX",1031304,242629
"61751","BX",1011275,248063
"61752","BX",1007643,242240
"61753","BX",1037839,235890
"61754","BX",1027814,259107
"61755","BX",1017389,259253
"61756","BX",1022222,249513
"61757","BX",1033625,243207
"61758","BX",1026551,235794
"61759","BX",1025434,262669
"61760","BX",1039132,236813
"61761","BX",1024278,260435
"61762","BX",1007781,249964
"61763","BX",1012079,249313
"61764","BX",1006857,258946
"61765","BX",1024141,248937
"61766","BX",1013667,251870
"61767","BX",1028330,265028
"61768","BX",1009384,261172
"61769","BX",1026931,253358
"61770","BX",1024397,247491
"61771","BX",1033669,247722
"61772","BX",1043186,246442
"61773","BX",1021796,261470
"61774","BX",1031326,246568
"61775","BX",1010312,251307
"61776","BX",1034622,243083
"61777","BX",1042523,247584
"61778","BX",1022107,241091
"61779","BX",1014678,254700
"61780","BX",1011929,258855
"61781","BX",1027857,263954
"61782","BX",1022357,250965
"61783","BX",1024056,246802
"61784","BX",1003717,236772
"61785","BX",1010953,253166
"61786","BX",1012162,239735
"61787","BX",1015829,250777
"61788","BX",1023205,257348
"61789","BX",1023966,259489
"61790","BX",1030112,244710
"61791","BX",1022174,256860
"61792","BX",1023088,265819
"61793","BX",1011082,241501
"61794","BX",1029231,256047
"61795","BX",1010321,251176
"61796","BX",1033191,235737
"61797","BX",1013592,251179
"61798","BX",1017544,241524
"61799","BX",1022078,241623
"61800","BX",1009476,246752
"61801","BX",1012740,242581
"61802","BX",1004180,238236
"61803","BX",1017411,241698
"61804","BX",1022565,263991
"61805","BX",1023199,265239
"61806","BX",1014379,241368
"61807","BX",1007031,236059
"61808","BX",1029469,261444
"61809","BX",1025027,244139
"61810","BX",1006626,248318
"61811","BX",1022240,250322
"61812","BX",1018474,240765
"61813","BX",1007427,240919
"61814","BX",1010261,242143
"61815","BX",1023554,235553
"61816","BX",1014749,255827
"61817","BX",1009588,269585
"61818","BX",1024299,247654
"61819","BX",1017952,261062
"61820","BX",1025084,259621
"61821","BX",1025022,261591
"61822","BX",1029574,246021
"61823","BX",1031683,241844
"61824","BX",1012334,253811
"61825","BX",1025594,260610
"61826","BX",1029804,248283
"61827","BX",1008906,243145
"61828","BX",1034076,242639
"61829","BX",1024839,252833
"61830","BX",1027010,263785
"61831","BX",1025114,241613
"61832","BX",1009404,252299
"61833","BX",1024639,265957
"61834","BX",1011173,241852
"61835","BX",1013543,251636
"61836","BX",1032324,235273
"61837","BX",1004981,234934
"61838","BX",1019464,242838
"61839","BX",1011128,246424
"61840","BX",1026543,255581
"61841","BX",1009600,237469
"61842","BX",1011023,248948
"61843","BX",1023664,234416
"61844","BX",1010602,240379
"61845","BX",1014429,246907
"61846","BX",1009051,237342
"61847","BX",1016591,243899
"61848","BX",1031262,243663
"61849","BX",1025331,265348
"61850","BX",1032861,236082
"61851","BX",1025628,246727
"61852","BX",1026871,255139
"61853","BX",1024553,257103
"61854","BX",1026352,265478
"61855","BX",1024110,259052
"61856","BX",1027212,266220
"61857","BX",1011485,235846
"61858","BX",1015516,248093
"61859","BX",1007109,249917
"61860","BX",1017117,240302
"61861","BX",1005544,244565
"61862","BX",1009000,243992
"61863","BX",1023409,234212
"61864","BX",1030689,262937
"61865","BX",1013068,248886
"61866","BX",1006582,249741
"61867","BX",1024991,247411
"61868","BX",1027004,244704
"61869","BX",1010081,256577
"61870","BX",1034572,238074
"61871","BX",1020267,245562
"61872","BX",1010658,234461
"61873","BX",1025886,246307
"61874","BX",1029480,257199
"61875","BX",1025660,268151
"61876","BX",1028818,258103
"61877","BX",1023987,257297
"61878","BX",1028347,264048
"61879","BX",1016544,239278
"61880","BX",1025223,252159
"61881","BX",1016323,256415
"61882","BX",1003790,242387
"61883","BX",1010906,247218
"61884","BX",1013304,237276
"61885","BX",1023943,250067
"61886","BX",1027380,266476
"61887","BX",1005881,231915
"61888","BX",1023570,233341
"61889","BX",1011759,255497
"61890","BX",1012632,260016
"61891","BX",1009639,241469
"61892","BX",1022316,253600
"61893","BX",1027811,268218
"61894","BX",1030638,247677
"61895","BX",1022755,263006
"61896","BX",1030656,264250
"61897","BX",1035541,241074
"61898","BX",1023842,261533
"61899","BX",1023401,235126
"61900","BX",1024450,233893
"61901","BX",1021887,266366
"61902","BX",1030714,241215
"61903","BX",1024690,251074
"61904","BX",1031718,243300
"61905","BX",1023994,242762
"61906","BX",1028427,260450
"61907","BX",1020180,246299
"61908","BX",1016950,259597
"61909","BX",1034032,245329
"61910","BX",1025474,262152
"61911","BX",1016878,239338
"61912","BX",1014949,249772
"61913","BX",1026656,260509
"61914","BX",1014628,240926
"61915","BX",1025407,255830
"61916","BX",1020698,241932
"61917","BX",1028626,253888
"61918","BX",1009488,239854
"61919","BX",1022373,263040
"61920","BX",1036753,238207
"61921","BX",1022942,256530
"61922","BX",1013287,252399
"61923","BX",1016125,245675
"61924","BX",1009126,237064
"61925","BX",1020753,246328
"61926","BX",1018972,240934
"61927","BX",1010320,266723
"61928","BX",1033977,236622
"61929","BX",1006723,241032
"61930","BX",1013621,241924
"61931","BX",1020383,244668
"61932","BX",1025816,257819
"61933","BX",1026530,235911
"61934","BX",1028613,260013
"61935","BX",1025402,240850
"61936","BX",1031709,245007
"61937","BX",1007240,242219
"61938","BX",1027684,265075
"61939","BX",1014103,251502
"61940","BX",1042849,247967
"61941","BX",1007325,232335
"61942","BX",1025480,267073
"61943","BX",1017210,260901
"61944","BX",1027640,263752
"61945","BX",1034731,237566
"61946","BX",1027197,267513
"61947","BX",1005013,234665
"61948","BX",1023908,253246
"61949","BX",1026870,238504
"61950","BX",1039777,261639
"61951","BX",1043418,245536
"61952","BX",1013180,250926
"61953","BX",1034707,237555
"61954","BX",1038203,237713
"61955","BX",1015375,245414
"61956","BX",1037023,238170
"61957","BX",1011296,269152
"61958","BX",1027694,258320
"61959","BX",1012499,269695
"61960","BX",1013978,254226
"61961","BX",1022319,259696
"61962","BX",1011320,256356
"61963","BX",1031517,248705
"61964","BX",1015136,245397
"61965","BX",1026214,260779
"61966","BX",1018774,240562
"61967","BX",1025245,253168
"61968","BX",1021359,244007
"61969","BX",1011907,271173
"61970","BX",1022594,248681
"61971","BX",1008905,237203
"61972","BX",1028714,265061
"61973","BX",1005317,241294
"61974","BX",1024017,247932
"61975","BX",1024395,234892
"61976","BX",1013885,247767
"61977","BX",1025511,240333
"61978","BX",1034866,243464
"61979","BX",1023151,259996
"61980","BX",1033129,246479
"61981","BX",1027503,268128
"61982","BX",1015601,235457
"61983","BX",1011428,270064
"61984","BX",1017006,240999
"61985","BX",1024000,259948
"61986","BX",1025262,253606
"61987","BX",1027670,257012
"61988","BX",1021571,243148
"61989","BX",1022054,262082
"61990","BX",1026794,265355
"61991","BX",1025997,262738
"61992","BX",1025915,262588
"61993","BX",1024318,246502
"61994","BX",1007855,241042
"61995","BX",1014568,253880
"61996","BX",1031244,240887
"61997","BX",1024797,239499
"61998","BX",1026706,257022
"61999","BX",1042661,247760
"62000","BX",1023759,260180
"62001","BX",1039036,236613
"62002","BX",1025621,248865
"62003","BX",1014892,241510
"62004","BX",1005516,233742
"62005","BX",1015078,235439
"62006","BX",1013933,254117
"62007","BX",1021691,256048
"62008","BX",1019896,243462
"62009","BX",1010843,259790
"62010","BX",1032963,241407
"62011","BX",1021215,247308
"62012","BX",1026568,253216
"62013","BX",1024680,268845
"62014","BX",1024419,258923
"62015","BX",1033016,247531
"62016","BX",1004146,238141
"62017","BX",1033903,247551
"62018","BX",1023288,259589
"62019","BX",1021811,267025
"62020","BX",1026571,265228
"62021","BX",1043104,249468
"62022","BX",1024583,253870
"62023","BX",1025497,252797
"62024","BX",1022405,235363
"62025","BX",1005974,248729
"62026","BX",1028117,259655
"62027","BX",1015709,248882
"62028","BX",1027186,235912
"62029","BX",1027501,252835
"62030","BX",1033675,241873
"62031","BX",1043229,247511
"62032","BX",1023033,261557
"62033","BX",1026586,236747
"62034","BX",1023351,235407
"62035","BX",1025998,260367
"62036","BX",1011195,271341
"62037","BX",1028989,261257
"62038","BX",1026565,253614
"62039","BX",1009576,253363
"62040","BX",1026405,239215
"62041","BX",1028262,257581
"62042","BX",1024975,240788
"62043","BX",1029914,247455
"62044","BX",1010752,267337
"62045","BX",1010268,237793
"62046","BX",1003638,243188
"62047","BX",1012203,237187
"62048","BX",1023201,248871
"62049","BX",1030151,245046
"62050","BX",1024296,252667
"62051","BX",1025387,263599
"62052","BX",1023583,236166
"62053","BX",1033666,248222
"62054","BX",1024705,252195
"62055","BX",1030555,243948
"62056","BX",1012665,260209
"62057","BX",1025490,246989
"62058","BX",1006607,236366
"62059","BX",1022724,242011
"62060","BX",1025623,242514
"62061","BX",1020132,244359
"62062","BX",1027054,245764
"62063","BX",1028205,253908
"62064","BX",1010181,266267
"62065","BX",1015789,243298
"62066","BX",1016699,256329
"62067","BX",1035377,240106
"62068","BX",1026926,255919
"62069","BX",1029908,246069
"62070","BX",1007712,237586
"62071","BX",1021663,237968
"62072","BX",1029594,256239
"62073","BX",1004132,242404
"62074","BX",1014420,254679
"62075","BX",1031616,242222
"62076","BX",1023798,236372
"62077","BX",1021805,236809
"62078","BX",1026421,240601
"62079","BX",1024059,241694
"62080","BX",1034918,236228
"62081","BX",1013808,241654
"62082","BX",1007286,238260
"62083","BX",1019212,266653
"62084","BX",1005929,236885
"62085","BX",1033719,236564
"62086","BX",1034612,263366
"62087","BX",1023306,260963
"62088","BX",1014177,248236
"62089","BX",1026452,244889
"62090","BX",1024831,258185
"62091","BX",1020260,241336
"62092","BX",1017551,242393
"62093","BX",1026314,253586
"62094","BX",1029333,238776
"62095","BX",1018306,242604
"62096","BX",1032888,252904
"62097","BX",1018010,238922
"62098","BX",1027917,264664
"62099","BX",1009665,268675
"62100","BX",1008207,231611
"62101","BX",1031053,247241
"62102","BX",1020582,250449
"62103","BX",1025764,246824
"62104","BX",1023753,258321
"62105","BX",1044175,247837
"62106","BX",1026355,269474
"62107","BX",1022028,248101
"62108","BX",1022295,248575
"62109","BX",1010085,246573
"62110","BX",1031964,249864
"62111","BX",1023569,250747
"62112","BX",1030922,247816
"62113","BX",1008554,238151
"62114","BX",1022161,244087
"62115","BX",1026906,266244
"62116","BX",1015783,251368
"62117","BX",1034562,236531
"62118","BX",1029546,259149
"62119","BX",1023161,248353
"62120","BX",1028003,263445
"62121","BX",1010018,251758
"62122","BX",1007060,246417
"62123","BX",1014955,236995
"62124","BX",1023508,236000
"62125","BX",1009068,244273
"62126","BX",1015138,255434
"62127","BX",1013961,240466
"62128","BX",1024141,250465
"62129","BX",1005063,245431
"62130","BX",1026330,248867
"62131","BX",1043016,248697
"62132","BX",1033710,238573
"62133","BX",1009031,264880
"62134","BX",1021150,267940
"62135","BX",1030824,248510
"62136","BX",1038349,234950
"62137","BX",1034733,236713
"62138","BX",1008107,231225
"62139","BX",1032814,240879
"62140","BX",1006428,235914
"62141","BX",1031706,245839
"62142","BX",1028437,252652
"62143","BX",1024067,248864
"62144","BX",1022732,259352
"62145","BX",1026203,241805
"62146","BX",1024216,260461
"62147","BX",1026613,245265
"62148","BX",1022078,250075
"62149","BX",1023014,236528
"62150","BX",1036958,236792
"62151","BX",1010712,241822
"62152","BX",1027781,259967
"62153","BX",1022187,236015
"62154","BX",1035755,240931
"62155","BX",1008211,233630
"62156","BX",1025853,252248
"62157","BX",1022468,263730
"62158","BX",1021200,248018
"62159","BX",1021348,248333
"62160","BX",1006074,244076
"62161","BX",1031749,247322
"62162","BX",1022497,258154
"62163","BX",1028132,255338
"62164","BX",1027126,255451
"62165","BX",1012290,238590
"62166","BX",1016110,251058
"62167","BX",1022035,261495
"62168","BX",1025289,245664
"62169","BX",1008020,238712
"62170","BX",1023148,262112
"62171","BX",1010638,262858
"62172","BX",1028645,255798
"62173","BX",1043610,248895
"62174","BX",1017529,257410
"62175","BX",1025176,260977
"62176","BX",1007763,248104
"62177","BX",1015175,235472
"62178","BX",1015954,249101
"62179","BX",1007833,235796
"62180","BX",1019949,241029
"62181","BX",1019934,266296
"62182","BX",1004296,238628
"62183","BX",1035111,237962
"62184","BX",1035201,240334
"62185","BX",1015420,233734
"62186","BX",1032262,236142
"62187","BX",1014147,246241
"62188","BX",1028925,259940
"62189","BX",1030142,249397
"62190","BX",1013268,248248
"62191","BX",1015250,242107
"62192","BX",1025296,255312
"62193","BX",1043673,247375
"62194","BX",1006812,244847
"62195","BX",1022785,247551
"62196","BX",1015895,250145
"62197","BX",1021263,260908
"62198","BX",1034038,246117
"62199","BX",1012916,239374
"62200","BX",1006601,233674
"62201","BX",1012142,267741
