"","Borough","XCoord","YCoord"
"4640","BK",991825,168696
"4641","BK",997809,185068
"4642","BK",1015616,182581
"4643","BK",1003021,169212
"4644","BK",998741,165019
"4645","BK",1004786,169810
"4646","BK",1017913,189392
"4647","BK",1014359,174013
"4648","BK",998527,180004
"4649","BK",1004731,179299
"4650","BK",998849,204197
"4651","BK",993162,170134
"4652","BK",1002186,168918
"4653","BK",1011289,169672
"4654","BK",980980,174908
"4655","BK",1019553,178395
"4656","BK",992398,188979
"4657","BK",983453,166051
"4658","BK",999024,203727
"4659","BK",974445,169321
"4660","BK",986831,180041
"4661","BK",990079,168645
"4662","BK",1006932,176868
"4663","BK",993946,192563
"4664","BK",1013719,180603
"4665","BK",999253,176269
"4666","BK",987888,180203
"4667","BK",998672,190848
"4668","BK",996601,201195
"4669","BK",1003434,177155
"4670","BK",1016963,178234
"4671","BK",1000108,163855
"4672","BK",995364,156165
"4673","BK",1016319,168559
"4674","BK",974876,171030
"4675","BK",1010195,189636
"4676","BK",1020934,184439
"4677","BK",1005864,169504
"4678","BK",992137,158456
"4679","BK",990910,178007
"4680","BK",994322,173977
"4681","BK",1011382,179767
"4682","BK",995973,189996
"4683","BK",1004464,167040
"4684","BK",1011244,173610
"4685","BK",990300,183582
"4686","BK",977853,165921
"4687","BK",995051,173333
"4688","BK",982882,163779
"4689","BK",999403,160573
"4690","BK",1017269,184711
"4691","BK",983330,178514
"4692","BK",981593,149384
"4693","BK",987530,154554
"4694","BK",1001980,202731
"4695","BK",1008655,164281
"4696","BK",1016917,187391
"4697","BK",991562,188424
"4698","BK",986521,187698
"4699","BK",998187,199583
"4700","BK",986896,149288
"4701","BK",996502,173732
"4702","BK",987763,156920
"4703","BK",1011429,161027
"4704","BK",1018471,183948
"4705","BK",1000228,156620
"4706","BK",1000720,165628
"4707","BK",1019942,189226
"4708","BK",992263,154926
"4709","BK",995541,154957
"4710","BK",1003721,159855
"4711","BK",994281,185878
"4712","BK",997606,171795
"4713","BK",997771,168151
"4714","BK",1000656,168951
"4715","BK",993489,155821
"4716","BK",1008947,184025
"4717","BK",998525,187547
"4718","BK",997562,184904
"4719","BK",1003725,169196
"4720","BK",981966,171623
"4721","BK",996975,158136
"4722","BK",983703,164984
"4723","BK",989228,168524
"4724","BK",999789,192108
"4725","BK",1011588,185563
"4726","BK",976008,167277
"4727","BK",994117,185382
"4728","BK",1009114,186800
"4729","BK",994900,155118
"4730","BK",1018169,186382
"4731","BK",997855,199714
"4732","BK",1017200,181853
"4733","BK",1007015,176153
"4734","BK",1003088,163405
"4735","BK",988282,173356
"4736","BK",1005649,165544
"4737","BK",996641,181499
"4738","BK",1020070,188973
"4739","BK",984774,185042
"4740","BK",1009170,192978
"4741","BK",1010827,172141
"4742","BK",1001812,161295
"4743","BK",990508,176125
"4744","BK",996971,197108
"4745","BK",998112,184213
"4746","BK",1002166,180473
"4747","BK",997220,177780
"4748","BK",999099,194967
"4749","BK",1015130,170578
"4750","BK",986332,160185
"4751","BK",987069,167374
"4752","BK",1002164,197934
"4753","BK",992236,159524
"4754","BK",987218,166616
"4755","BK",1007082,173095
"4756","BK",1002021,176959
"4757","BK",998425,180156
"4758","BK",996121,188814
"4759","BK",988737,163575
"4760","BK",1003046,180386
"4761","BK",1000384,202385
"4762","BK",978996,171756
"4763","BK",988563,181304
"4764","BK",991976,153299
"4765","BK",1008293,187117
"4766","BK",1001837,152996
"4767","BK",982417,148559
"4768","BK",1013310,178691
"4769","BK",984131,158039
"4770","BK",996579,173276
"4771","BK",1001371,161570
"4772","BK",986573,160006
"4773","BK",980725,158812
"4774","BK",990525,189940
"4775","BK",981179,172644
"4776","BK",1002291,171532
"4777","BK",1006060,174714
"4778","BK",998016,150797
"4779","BK",1015449,180517
"4780","BK",981979,170947
"4781","BK",978000,168132
"4782","BK",1008746,186489
"4783","BK",999296,164175
"4784","BK",979534,171661
"4785","BK",1005531,187896
"4786","BK",981077,172326
"4787","BK",991108,190281
"4788","BK",1002226,169122
"4789","BK",981492,167275
"4790","BK",996809,204323
"4791","BK",1017039,185915
"4792","BK",996459,175232
"4793","BK",998022,182718
"4794","BK",988043,149668
"4795","BK",1012467,181107
"4796","BK",997915,192200
"4797","BK",997801,204026
"4798","BK",1005192,174106
"4799","BK",1006291,192235
"4800","BK",1018811,186341
"4801","BK",1006118,178197
"4802","BK",1006235,162763
"4803","BK",994771,158421
"4804","BK",999728,175168
"4805","BK",987949,170996
"4806","BK",987759,151812
"4807","BK",1004167,162569
"4808","BK",1002297,171461
"4809","BK",1007871,194616
"4810","BK",996533,180107
"4811","BK",1022570,184308
"4812","BK",992802,157366
"4813","BK",1001398,166117
"4814","BK",992143,174126
"4815","BK",989320,157878
"4816","BK",1008253,179312
"4817","BK",1016584,188424
"4818","BK",991496,189160
"4819","BK",1016080,172735
"4820","BK",994958,189295
"4821","BK",1002325,166247
"4822","BK",995670,196683
"4823","BK",1010784,161356
"4824","BK",985653,158498
"4825","BK",997170,167825
"4826","BK",988823,174573
"4827","BK",995838,186768
"4828","BK",984098,168711
"4829","BK",995927,206943
"4830","BK",984019,177717
"4831","BK",1004990,188529
"4832","BK",980082,164980
"4833","BK",1012851,178405
"4834","BK",992506,193117
"4835","BK",997320,172779
"4836","BK",986019,174177
"4837","BK",987973,190000
"4838","BK",1000661,158646
"4839","BK",985363,164254
"4840","BK",994349,170072
"4841","BK",1008714,161377
"4842","BK",1020470,184096
"4843","BK",1005388,163379
"4844","BK",988412,162453
"4845","BK",987282,189471
"4846","BK",1004552,167198
"4847","BK",1020854,184869
"4848","BK",1019805,186912
"4849","BK",1003100,167026
"4850","BK",1003806,195429
"4851","BK",981137,165311
"4852","BK",1008983,182981
"4853","BK",980775,163633
"4854","BK",1003202,162282
"4855","BK",979300,169747
"4856","BK",985368,180220
"4857","BK",1003512,165192
"4858","BK",999675,184104
"4859","BK",1015867,180838
"4860","BK",992270,169051
"4861","BK",984298,169084
"4862","BK",986064,159619
"4863","BK",988686,150620
"4864","BK",980388,175992
"4865","BK",997290,174818
"4866","BK",983531,160763
"4867","BK",978039,174734
"4868","BK",989310,187140
"4869","BK",996029,156525
"4870","BK",995462,164099
"4871","BK",992519,185821
"4872","BK",1001848,163691
"4873","BK",985971,166890
"4874","BK",1009536,186864
"4875","BK",983221,178066
"4876","BK",1013586,173951
"4877","BK",999753,179743
"4878","BK",1009945,168910
"4879","BK",974688,166968
"4880","BK",1006627,164655
"4881","BK",1008440,164657
"4882","BK",988597,162640
"4883","BK",997198,159390
"4884","BK",986317,186124
"4885","BK",986425,161121
"4886","BK",986382,162402
"4887","BK",1001775,181190
"4888","BK",1006829,178571
"4889","BK",994249,186038
"4890","BK",1017956,184729
"4891","BK",1004703,153449
"4892","BK",988195,173776
"4893","BK",1000560,170113
"4894","BK",996313,198474
"4895","BK",994333,160814
"4896","BK",985656,160069
"4897","BK",1008289,192301
"4898","BK",981074,163370
"4899","BK",979592,169906
"4900","BK",999508,188072
"4901","BK",990703,169025
"4902","BK",981383,158949
"4903","BK",1005147,160616
"4904","BK",977794,165816
"4905","BK",985495,172094
"4906","BK",1005658,187809
"4907","BK",999070,170581
"4908","BK",1011260,169122
"4909","BK",996946,196535
"4910","BK",1008287,173208
"4911","BK",1017904,187622
"4912","BK",974389,162394
"4913","BK",974304,162795
"4914","BK",1008359,190920
"4915","BK",989873,167809
"4916","BK",1008393,188787
"4917","BK",980718,161455
"4918","BK",993882,172071
"4919","BK",986886,155599
"4920","BK",998907,170638
"4921","BK",988277,149237
"4922","BK",979207,164389
"4923","BK",981312,176867
"4924","BK",976808,165113
"4925","BK",995694,186208
"4926","BK",996269,172207
"4927","BK",1007722,160635
"4928","BK",982950,158414
"4929","BK",987518,156203
"4930","BK",989333,166777
"4931","BK",976247,168677
"4932","BK",1004819,170297
"4933","BK",976393,170558
"4934","BK",983817,186699
"4935","BK",1001733,194736
"4936","BK",1020286,183666
"4937","BK",1013585,181270
"4938","BK",985321,163370
"4939","BK",986745,157740
"4940","BK",990143,190128
"4941","BK",994910,157540
"4942","BK",996236,180253
"4943","BK",1001485,170335
"4944","BK",980547,163789
"4945","BK",1002799,193595
"4946","BK",977262,164861
"4947","BK",990567,185932
"4948","BK",1005784,153881
"4949","BK",997743,170797
"4950","BK",984901,169626
"4951","BK",997641,206252
"4952","BK",998327,190624
"4953","BK",989096,179826
"4954","BK",1018202,186213
"4955","BK",999892,202311
"4956","BK",1001755,190496
"4957","BK",1004536,185048
"4958","BK",1007507,182295
"4959","BK",987899,162657
"4960","BK",1013714,180626
"4961","BK",999086,153043
"4962","BK",999900,154554
"4963","BK",992006,186150
"4964","BK",1004845,173404
"4965","BK",983760,170006
"4966","BK",1015485,184941
"4967","BK",983374,163870
"4968","BK",993412,156037
"4969","BK",984261,158798
"4970","BK",1008767,183547
"4971","BK",1006851,152969
"4972","BK",998575,176693
"4973","BK",974864,170594
"4974","BK",999105,182039
"4975","BK",1003513,163337
"4976","BK",996858,161726
"4977","BK",984222,187812
"4978","BK",988611,179442
"4979","BK",1004529,191020
"4980","BK",982212,175489
"4981","BK",1001483,164091
"4982","BK",1014417,183996
"4983","BK",1001141,190525
"4984","BK",984499,159392
"4985","BK",982786,174678
"4986","BK",989232,184575
"4987","BK",995012,167134
"4988","BK",994714,162376
"4989","BK",1002856,177846
"4990","BK",1012943,170058
"4991","BK",1004006,178963
"4992","BK",998560,198588
"4993","BK",986902,167708
"4994","BK",985177,180833
"4995","BK",1011067,180124
"4996","BK",994735,163751
"4997","BK",986877,187833
"4998","BK",984202,164592
"4999","BK",992453,157255
"5000","BK",1013962,187413
"5001","BK",985416,156839
"5002","BK",987876,168395
"5003","BK",977653,166287
"5004","BK",1003921,181535
"5005","BK",994641,184457
"5006","BK",1013701,184967
"5007","BK",994513,156580
"5008","BK",1017910,186362
"5009","BK",993488,149673
"5010","BK",999508,155350
"5011","BK",1016364,183899
"5012","BK",1004325,189794
"5013","BK",1016188,173343
"5014","BK",994696,158746
"5015","BK",986138,165938
"5016","BK",1014778,184993
"5017","BK",1002786,188741
"5018","BK",1015501,173397
"5019","BK",999554,188626
"5020","BK",981217,160985
"5021","BK",984638,187412
"5022","BK",990906,189812
"5023","BK",997349,173159
"5024","BK",983434,164207
"5025","BK",989736,160448
"5026","BK",1001469,164879
"5027","BK",998574,167338
"5028","BK",979999,174307
"5029","BK",1016113,187964
"5030","BK",999322,174926
"5031","BK",980431,186833
"5032","BK",1014408,181356
"5033","BK",1006891,166551
"5034","BK",986880,160427
"5035","BK",996799,176711
"5036","BK",989719,157638
"5037","BK",984495,167263
"5038","BK",1000207,156072
"5039","BK",1014471,172662
"5040","BK",997834,180253
"5041","BK",990522,160747
"5042","BK",1013631,172693
"5043","BK",1004321,175397
"5044","BK",988822,171632
"5045","BK",996143,192831
"5046","BK",981255,161881
"5047","BK",987662,152972
"5048","BK",999459,160112
"5049","BK",995160,149551
"5050","BK",986490,161273
"5051","BK",1014769,186346
"5052","BK",1016834,185112
"5053","BK",1005024,188534
"5054","BK",996900,155180
"5055","BK",1000127,162572
"5056","BK",1007232,176866
"5057","BK",1001328,163069
"5058","BK",997371,162798
"5059","BK",1002923,164592
"5060","BK",1021390,183487
"5061","BK",988272,188850
"5062","BK",1001297,170657
"5063","BK",987038,173045
"5064","BK",1009789,188282
"5065","BK",986623,167394
"5066","BK",986930,170675
"5067","BK",991368,170174
"5068","BK",996275,168527
"5069","BK",1005901,188771
"5070","BK",996968,205537
"5071","BK",973258,168136
"5072","BK",983544,177349
"5073","BK",975814,171680
"5074","BK",1000523,187850
"5075","BK",978238,173213
"5076","BK",1014504,170780
"5077","BK",1008371,171473
"5078","BK",990526,176006
"5079","BK",988922,157125
"5080","BK",997966,191662
"5081","BK",986995,182699
"5082","BK",1000814,185783
"5083","BK",1001719,200448
"5084","BK",994408,184841
"5085","BK",978517,172813
"5086","BK",1003830,195462
"5087","BK",1014936,173811
"5088","BK",1002970,156815
"5089","BK",1020929,184140
"5090","BK",999034,174453
"5091","BK",995379,162939
"5092","BK",1008748,180050
"5093","BK",997779,187109
"5094","BK",989609,157701
"5095","BK",986825,165393
"5096","BK",988287,174010
"5097","BK",1007199,181897
"5098","BK",990297,178422
"5099","BK",999218,201428
"5100","BK",998837,195628
"5101","BK",984366,163708
"5102","BK",1006517,193893
"5103","BK",1020983,186635
"5104","BK",991986,189910
"5105","BK",1001184,199479
"5106","BK",1019955,184828
"5107","BK",1006125,175727
"5108","BK",986570,174084
"5109","BK",995117,159126
"5110","BK",1010685,160066
"5111","BK",998776,154920
"5112","BK",982777,171440
"5113","BK",988343,174037
"5114","BK",989533,170072
"5115","BK",998835,164414
"5116","BK",985763,168943
"5117","BK",1007171,196697
"5118","BK",1005073,179116
"5119","BK",1003213,157978
"5120","BK",997782,188084
"5121","BK",991193,189720
"5122","BK",996615,184902
"5123","BK",1002100,190547
"5124","BK",980640,177005
"5125","BK",983000,161579
"5126","BK",997311,190979
"5127","BK",1002134,169013
"5128","BK",1014784,182113
"5129","BK",998108,190591
"5130","BK",990471,164680
"5131","BK",1014435,174539
"5132","BK",994743,189561
"5133","BK",1000195,150425
"5134","BK",990906,170442
"5135","BK",987393,181875
"5136","BK",1016958,180712
"5137","BK",1004530,168931
"5138","BK",1018377,187964
"5139","BK",995822,156260
"5140","BK",991500,163516
"5141","BK",1000821,164067
"5142","BK",988250,164114
"5143","BK",982382,174612
"5144","BK",993511,188327
"5145","BK",994175,197910
"5146","BK",1000927,184847
"5147","BK",1019306,189254
"5148","BK",987897,167584
"5149","BK",998462,188903
"5150","BK",981823,164435
"5151","BK",980269,160889
"5152","BK",995643,187566
"5153","BK",999754,159191
"5154","BK",991765,156732
"5155","BK",1005524,188712
"5156","BK",993676,156100
"5157","BK",1008863,161587
"5158","BK",999835,189383
"5159","BK",990252,164854
"5160","BK",990850,168992
"5161","BK",984322,171082
"5162","BK",977529,165721
"5163","BK",986071,161095
"5164","BK",999200,155625
"5165","BK",1000344,180415
"5166","BK",1012761,173313
"5167","BK",1004508,187740
"5168","BK",1007753,194458
"5169","BK",992955,165058
"5170","BK",990576,166535
"5171","BK",983306,169562
"5172","BK",981002,172693
"5173","BK",1011470,169458
"5174","BK",989959,158906
"5175","BK",994835,158272
"5176","BK",985375,170403
"5177","BK",994494,187427
"5178","BK",995409,188564
"5179","BK",985993,194675
"5180","BK",1000156,163798
"5181","BK",1014325,183112
"5182","BK",1002625,187727
"5183","BK",985595,172221
"5184","BK",982535,175287
"5185","BK",999656,186206
"5186","BK",999351,179709
"5187","BK",1015249,180019
"5188","BK",1011573,172620
"5189","BK",987814,165301
"5190","BK",982901,148179
"5191","BK",1004062,193125
"5192","BK",985268,157383
"5193","BK",990361,179053
"5194","BK",1004642,183615
"5195","BK",995921,160990
"5196","BK",991458,168580
"5197","BK",980079,159393
"5198","BK",986627,162539
"5199","BK",991431,160625
"5200","BK",1011784,184703
"5201","BK",1002055,187368
"5202","BK",999756,194533
"5203","BK",986156,180440
"5204","BK",1004138,162200
"5205","BK",998021,197175
"5206","BK",1009556,189645
"5207","BK",1010972,169890
"5208","BK",1003398,169980
"5209","BK",1002574,171477
"5210","BK",981608,173898
"5211","BK",1005011,194263
"5212","BK",987623,181287
"5213","BK",980130,168024
"5214","BK",996177,155611
"5215","BK",975314,169810
"5216","BK",994850,196316
"5217","BK",995583,185835
"5218","BK",985990,180242
"5219","BK",1006304,191384
"5220","BK",997725,192171
"5221","BK",1008536,193767
"5222","BK",983514,163427
"5223","BK",979552,165856
"5224","BK",989678,150722
"5225","BK",1003407,194068
"5226","BK",989080,161347
"5227","BK",982175,175573
"5228","BK",992447,172996
"5229","BK",997098,155407
"5230","BK",988117,172061
"5231","BK",1001993,153800
"5232","BK",986273,159246
"5233","BK",1011027,174410
"5234","BK",1011741,185321
"5235","BK",1005412,163084
"5236","BK",977350,166870
"5237","BK",1014525,173429
"5238","BK",995400,178540
"5239","BK",1006985,185971
"5240","BK",1001234,163179
"5241","BK",992483,157045
"5242","BK",1020224,188116
"5243","BK",990229,181909
"5244","BK",1007283,178957
"5245","BK",999635,183702
"5246","BK",1001414,189182
"5247","BK",992790,186130
"5248","BK",1006677,178195
"5249","BK",988645,168652
"5250","BK",996595,179585
"5251","BK",1007127,175217
"5252","BK",998590,162488
"5253","BK",985507,171471
"5254","BK",1006188,169247
"5255","BK",1002755,187199
"5256","BK",1007196,177362
"5257","BK",985923,179888
"5258","BK",1011924,171645
"5259","BK",977695,163705
"5260","BK",1004237,160882
"5261","BK",986992,179396
"5262","BK",1007202,196311
"5263","BK",998078,192498
"5264","BK",1001770,199518
"5265","BK",987980,165502
"5266","BK",1012798,172072
"5267","BK",998602,182389
"5268","BK",1004177,184748
"5269","BK",1005170,188286
"5270","BK",1009922,166314
"5271","BK",983585,173457
"5272","BK",979111,174218
"5273","BK",981279,159130
"5274","BK",995151,202986
"5275","BK",998720,202301
"5276","BK",982289,174688
"5277","BK",976095,172124
"5278","BK",992466,170713
"5279","BK",995805,162715
"5280","BK",980374,175682
"5281","BK",986786,179559
"5282","BK",995782,151493
"5283","BK",985202,181349
"5284","BK",1013847,178130
"5285","BK",988266,166758
"5286","BK",983931,165991
"5287","BK",980810,170942
"5288","BK",1005243,170492
"5289","BK",1013765,179795
"5290","BK",997789,183593
"5291","BK",1005003,154020
"5292","BK",995101,151316
"5293","BK",984321,167203
"5294","BK",983712,171878
"5295","BK",1008511,189552
"5296","BK",1000007,152676
"5297","BK",994365,189039
"5298","BK",993558,195857
"5299","BK",987225,154828
"5300","BK",996767,157703
"5301","BK",994135,150176
"5302","BK",980090,168795
"5303","BK",1021910,181567
"5304","BK",986593,186347
"5305","BK",1012444,181742
"5306","BK",981738,167064
"5307","BK",997691,203226
"5308","BK",1007590,166914
"5309","BK",987436,181219
"5310","BK",1000639,177447
"5311","BK",1007967,165638
"5312","BK",990801,158839
"5313","BK",1005572,179116
"5314","BK",1000665,176629
"5315","BK",985925,182182
"5316","BK",983815,185067
"5317","BK",995294,160882
"5318","BK",986664,156383
"5319","BK",989320,189207
"5320","BK",1002436,190974
"5321","BK",998138,170474
"5322","BK",1000839,165648
"5323","BK",981959,161065
"5324","BK",1012642,179357
"5325","BK",1020422,185095
"5326","BK",992471,171865
"5327","BK",1005085,196940
"5328","BK",995201,193180
"5329","BK",998984,174808
"5330","BK",1014219,187031
"5331","BK",1003081,173849
"5332","BK",1015883,186536
"5333","BK",986479,179355
"5334","BK",987850,156877
"5335","BK",998690,198764
"5336","BK",994982,159682
"5337","BK",999186,183992
"5338","BK",990951,184677
"5339","BK",982195,175453
"5340","BK",997068,186096
"5341","BK",990991,160027
"5342","BK",995060,162219
"5343","BK",999581,199774
"5344","BK",1002930,162240
"5345","BK",996405,194667
"5346","BK",999663,180915
"5347","BK",985196,170851
"5348","BK",984928,168050
"5349","BK",1000681,186798
"5350","BK",993482,151059
"5351","BK",1005702,177869
"5352","BK",999499,180519
"5353","BK",984055,160215
"5354","BK",978167,170128
"5355","BK",999449,163106
"5356","BK",1010227,191302
"5357","BK",1010815,180566
"5358","BK",1006866,185069
"5359","BK",989757,168105
"5360","BK",980744,165292
"5361","BK",987634,168124
"5362","BK",987408,171731
"5363","BK",1012417,185342
"5364","BK",1000797,172349
"5365","BK",1000221,165325
"5366","BK",1014861,181187
"5367","BK",984159,165926
"5368","BK",979538,166910
"5369","BK",1003032,157000
"5370","BK",1006870,164886
"5371","BK",982338,162053
"5372","BK",983104,159033
"5373","BK",1019255,185179
"5374","BK",1006851,186097
"5375","BK",989559,162952
"5376","BK",984839,169728
"5377","BK",987548,169983
"5378","BK",1004188,195794
"5379","BK",998882,183098
"5380","BK",1001734,166953
"5381","BK",985393,171229
"5382","BK",986338,169817
"5383","BK",1005080,165625
"5384","BK",1002108,172500
"5385","BK",995049,165920
"5386","BK",988694,185806
"5387","BK",998127,183558
"5388","BK",987376,156716
"5389","BK",1013181,186983
"5390","BK",1011191,169787
"5391","BK",990429,169073
"5392","BK",987625,153828
"5393","BK",1003980,188219
"5394","BK",987251,160464
"5395","BK",1009397,183089
"5396","BK",1000632,167650
"5397","BK",999502,160930
"5398","BK",1002157,179730
"5399","BK",994685,166620
"5400","BK",1015212,174046
"5401","BK",977613,166447
"5402","BK",1006786,171298
"5403","BK",987531,190122
"5404","BK",996324,200635
"5405","BK",998056,153721
"5406","BK",1002373,188404
"5407","BK",983032,162685
"5408","BK",1000144,173927
"5409","BK",988218,186656
"5410","BK",989348,186638
"5411","BK",1015792,185006
"5412","BK",997987,206309
"5413","BK",1013951,184476
"5414","BK",987997,165972
"5415","BK",982648,176039
"5416","BK",984888,188705
"5417","BK",997166,149359
"5418","BK",1000850,178067
"5419","BK",997418,159118
"5420","BK",983105,164416
"5421","BK",1010220,169543
"5422","BK",999793,181338
"5423","BK",1016159,185425
"5424","BK",1004082,160233
"5425","BK",1006022,181546
"5426","BK",993332,156922
"5427","BK",980988,176846
"5428","BK",998771,173746
"5429","BK",1000279,200646
"5430","BK",991165,174010
"5431","BK",1011404,173557
"5432","BK",993900,160798
"5433","BK",1014764,181629
"5434","BK",1002298,163318
"5435","BK",993786,185473
"5436","BK",994941,154693
"5437","BK",1010883,191257
"5438","BK",997912,172477
"5439","BK",1000342,191646
"5440","BK",998908,182054
"5441","BK",1007425,172427
"5442","BK",1022291,184229
"5443","BK",1007554,181529
"5444","BK",1000859,167088
"5445","BK",982758,161575
"5446","BK",989438,167027
"5447","BK",1004681,195127
"5448","BK",1015169,180486
"5449","BK",1001751,178201
"5450","BK",1000150,182012
"5451","BK",1012359,171269
"5452","BK",989940,169418
"5453","BK",987036,173370
"5454","BK",1010882,172573
"5455","BK",997741,195605
"5456","BK",1008490,181343
"5457","BK",986634,161288
"5458","BK",1001433,183971
"5459","BK",990980,177226
"5460","BK",996420,178466
"5461","BK",1014803,180072
"5462","BK",1010217,188620
"5463","BK",1015560,184467
"5464","BK",1000805,164086
"5465","BK",991900,183906
"5466","BK",994175,200754
"5467","BK",987897,182157
"5468","BK",981803,164452
"5469","BK",1009122,179521
"5470","BK",991869,191762
"5471","BK",999542,185698
"5472","BK",989916,166316
"5473","BK",989882,164350
"5474","BK",997011,207077
"5475","BK",1009924,193017
"5476","BK",984464,186245
"5477","BK",1013922,180588
"5478","BK",1002805,190524
"5479","BK",1009049,182112
"5480","BK",996943,195486
"5481","BK",992620,169791
"5482","BK",986165,159971
"5483","BK",987234,157102
"5484","BK",997013,207864
"5485","BK",987560,168847
"5486","BK",999396,201702
"5487","BK",1004342,153997
"5488","BK",999400,197323
"5489","BK",984633,170172
"5490","BK",984315,163480
"5491","BK",991422,166444
"5492","BK",987388,163726
"5493","BK",983031,162814
"5494","BK",991586,183994
"5495","BK",991520,183125
"5496","BK",994454,192681
"5497","BK",989185,184304
"5498","BK",983501,149058
"5499","BK",1011769,182482
"5500","BK",1008183,172339
"5501","BK",1001922,151842
"5502","BK",1008410,189850
"5503","BK",999945,150657
"5504","BK",1006257,183947
"5505","BK",1009670,183493
"5506","BK",1011029,180319
"5507","BK",997882,185522
"5508","BK",993757,160949
"5509","BK",1001786,162930
"5510","BK",992114,188432
"5511","BK",1000160,166456
"5512","BK",1004039,173437
"5513","BK",1006351,190574
"5514","BK",1002275,157082
"5515","BK",984368,175415
"5516","BK",991472,170189
"5517","BK",991035,184807
"5518","BK",999012,200499
"5519","BK",974964,163023
"5520","BK",994347,161363
"5521","BK",982134,158652
"5522","BK",1003688,166313
"5523","BK",1009636,191325
"5524","BK",995001,187920
"5525","BK",984935,164674
"5526","BK",984824,172476
"5527","BK",1000476,202433
"5528","BK",1006431,153191
"5529","BK",981414,173519
"5530","BK",979450,165857
"5531","BK",977949,164545
"5532","BK",1010086,191599
"5533","BK",1004630,186938
"5534","BK",1010064,172570
"5535","BK",984456,185980
"5536","BK",974331,171034
"5537","BK",1023951,182386
"5538","BK",1003869,189022
"5539","BK",980674,176129
"5540","BK",1014520,187652
"5541","BK",986552,189436
"5542","BK",992721,155398
"5543","BK",980659,169977
"5544","BK",1004560,167110
"5545","BK",987129,173518
"5546","BK",1004859,169994
"5547","BK",990066,188932
"5548","BK",1013968,180155
"5549","BK",1007836,173307
"5550","BK",978734,164809
"5551","BK",1011978,184099
"5552","BK",987199,159843
"5553","BK",1011287,163656
"5554","BK",985281,169046
"5555","BK",1003898,181200
"5556","BK",999402,168065
"5557","BK",986516,154970
"5558","BK",1003830,180361
"5559","BK",984449,166257
"5560","BK",1008125,160297
"5561","BK",1001639,191125
"5562","BK",1010916,169279
"5563","BK",985304,165576
"5564","BK",983984,175800
"5565","BK",1006054,179723
"5566","BK",1015455,184769
"5567","BK",998177,156129
"5568","BK",986897,165160
"5569","BK",1002109,193856
"5570","BK",996933,167647
"5571","BK",1003627,160557
"5572","BK",1018538,182215
"5573","BK",992038,192472
"5574","BK",1017968,179414
"5575","BK",1003473,182053
"5576","BK",978597,164655
"5577","BK",1009748,174070
"5578","BK",994983,160848
"5579","BK",1013209,186904
"5580","BK",1002818,179498
"5581","BK",1000549,185525
"5582","BK",1004714,168385
"5583","BK",984625,166832
"5584","BK",986819,154726
"5585","BK",1000819,189533
"5586","BK",1005534,178494
"5587","BK",988349,166027
"5588","BK",1000807,163034
"5589","BK",983790,186226
"5590","BK",999704,179739
"5591","BK",998368,161449
"5592","BK",988893,150047
"5593","BK",997056,198481
"5594","BK",983957,169709
"5595","BK",999287,203095
"5596","BK",1004527,189037
"5597","BK",1003179,172662
"5598","BK",974181,163215
"5599","BK",978187,167523
"5600","BK",1014462,187182
"5601","BK",981737,149552
"5602","BK",987291,149879
"5603","BK",986265,187944
"5604","BK",1013741,170724
"5605","BK",1000529,169461
"5606","BK",1002975,189416
"5607","BK",992348,186903
"5608","BK",985029,190937
"5609","BK",986477,163656
"5610","BK",1006002,165656
"5611","BK",996288,166262
"5612","BK",1007337,172126
"5613","BK",986228,164312
"5614","BK",1005042,166338
"5615","BK",986709,158572
"5616","BK",995702,179411
"5617","BK",1020241,178419
"5618","BK",985752,186806
"5619","BK",1017632,187129
"5620","BK",981453,175017
"5621","BK",973857,164402
"5622","BK",999588,181059
"5623","BK",975072,171955
"5624","BK",990368,172358
"5625","BK",983266,161834
"5626","BK",985278,159705
"5627","BK",999690,193727
"5628","BK",998214,155856
"5629","BK",1008545,177051
"5630","BK",987892,152750
"5631","BK",998473,155201
"5632","BK",1002504,186492
"5633","BK",978359,168182
"5634","BK",1011056,164732
"5635","BK",1009709,163025
"5636","BK",1005685,165846
"5637","BK",995400,179908
"5638","BK",1017687,178370
"5639","BK",974294,163551
"5640","BK",985037,169316
"5641","BK",990300,157334
"5642","BK",974023,170836
"5643","BK",1003222,156598
"5644","BK",1005210,164298
"5645","BK",1016418,172464
"5646","BK",989665,172627
"5647","BK",991959,157743
"5648","BK",1009332,193060
"5649","BK",997300,177427
"5650","BK",994354,176863
"5651","BK",989328,154189
"5652","BK",983914,177850
"5653","BK",985782,162878
"5654","BK",1005427,154537
"5655","BK",1003267,195405
"5656","BK",985972,171444
"5657","BK",990079,148843
"5658","BK",986562,157917
"5659","BK",1001042,152133
"5660","BK",993023,155847
"5661","BK",1005539,179713
"5662","BK",1000817,203284
"5663","BK",1010306,174487
"5664","BK",983372,150789
"5665","BK",1006248,162596
"5666","BK",1008992,188251
"5667","BK",1002188,168359
"5668","BK",1001329,187698
"5669","BK",999006,179919
"5670","BK",1015027,187929
"5671","BK",1001686,162400
"5672","BK",992189,186273
"5673","BK",999894,199018
"5674","BK",1014264,179986
"5675","BK",989564,172576
"5676","BK",982844,163447
"5677","BK",999504,167352
"5678","BK",976018,163407
"5679","BK",980858,176486
"5680","BK",998325,156212
"5681","BK",998720,197699
"5682","BK",996244,157681
